configuration,fitness_per_generation,final_best_fitness_prun
inversion_mutation | pmx_table_block_crossover | tournament(10.0) | xo=1.0 | mut=0.7 | elitism=False,"[21300.0, 24100.0, 26700.0, 28700.0, 30500.0, 32250.0, 33300.0, 34550.0, 35900.0, 37000.0, 38100.0, 39150.0, 39950.0, 40850.0, 41600.0, 42150.0, 43050.0, 44000.0, 44400.0, 44850.0, 45700.0, 46500.0, 46900.0, 47100.0, 47750.0, 47900.0, 48650.0, 48900.0, 49350.0, 49850.0, 50400.0, 50900.0, 51150.0, 51800.0, 52500.0, 52650.0, 53350.0, 53500.0, 53950.0, 54200.0, 54550.0, 54650.0, 54800.0, 55150.0, 55150.0, 55400.0, 55650.0, 56000.0, 56000.0, 56550.0, 57050.0, 57300.0, 57600.0, 57800.0, 57800.0, 58200.0, 58300.0, 58650.0, 59000.0, 59000.0, 59200.0, 59300.0, 59850.0, 60100.0, 60100.0, 60300.0, 60400.0, 60500.0, 60550.0, 60700.0, 60950.0, 61150.0, 61300.0, 61750.0, 61900.0, 61900.0, 61950.0, 62250.0, 62350.0, 62600.0, 62600.0, 62600.0, 62600.0, 62600.0, 62750.0, 62950.0, 63000.0, 63750.0, 63600.0, 63650.0, 63700.0, 63850.0, 63850.0, 63850.0, 64050.0, 64200.0, 64600.0, 64650.0, 64700.0, 64750.0, 64750.0, 64800.0, 64800.0, 64850.0, 65000.0, 65000.0, 65000.0, 65250.0, 65150.0, 65200.0, 65350.0, 65450.0, 65500.0, 65600.0, 65700.0, 65800.0, 65900.0, 66100.0, 66100.0, 66100.0, 66100.0, 66150.0, 66150.0, 66100.0, 66250.0, 66250.0, 66400.0, 66400.0, 66600.0, 66650.0, 66650.0, 66750.0, 67100.0, 67150.0, 67350.0, 67350.0, 67700.0, 67650.0, 67650.0, 67650.0, 67550.0, 67650.0, 67750.0, 67750.0, 67750.0, 68000.0, 68000.0, 68000.0, 68100.0, 68100.0, 68150.0, 68150.0, 68250.0, 68250.0, 68250.0, 68300.0, 68500.0, 68500.0, 68550.0, 68600.0, 68850.0, 68950.0, 68950.0, 69000.0, 69000.0, 69200.0, 69200.0, 69200.0, 69250.0, 69300.0, 69300.0, 69300.0, 69350.0, 69350.0, 69400.0, 69400.0, 69450.0, 69700.0, 69900.0, 69900.0, 70200.0, 70200.0, 70200.0, 70200.0, 70200.0, 70200.0, 70250.0, 70300.0, 70300.0, 70300.0, 70350.0, 70350.0, 70350.0, 70500.0, 70500.0, 70500.0, 70500.0, 70800.0, 70800.0, 70900.0, 70900.0]","[70100, 73500, 70000, 73800, 66700, 68300, 71000, 72400, 72400, 74500, 71400, 75600, 72800, 72600, 68300, 72400, 68500, 73600, 71600, 70300, 66300, 64800, 69200, 69700, 74500, 73300, 71400, 71700, 73800, 72300, 73800, 69000, 70300, 75700, 74600, 72300, 70200, 71500, 71000, 71100, 70600, 69300, 68000, 71200, 67500, 71300, 67400, 71100, 70400, 66200, 72900, 71600, 72500, 70700, 68500, 71300, 69600, 74800, 68600, 69800, 72200, 73500, 69500, 72000, 69800, 72900, 70300, 72600, 72400, 72800, 75300, 67600, 71400, 72000, 70400, 69400, 69200, 70900, 70900, 77600, 70000, 72700, 64800, 67400, 73100, 68400, 69200, 71300, 73700, 68600, 65500, 66200, 66300, 69700, 69700, 66600, 67500, 73700, 74800, 71200]"
scramble_mutation | group_preserving_order_crossover | rank(10.0) | xo=0.6 | mut=1.0 | elitism=True,"[20950.0, 24650.0, 27250.0, 29900.0, 32050.0, 34200.0, 36150.0, 37750.0, 38600.0, 39850.0, 40500.0, 42050.0, 43300.0, 43500.0, 44950.0, 45600.0, 46650.0, 47600.0, 47950.0, 48450.0, 49450.0, 50000.0, 50550.0, 51450.0, 52100.0, 52600.0, 52750.0, 53000.0, 53450.0, 54050.0, 54450.0, 54600.0, 55300.0, 55500.0, 55700.0, 56250.0, 56400.0, 56800.0, 57300.0, 57350.0, 58050.0, 58200.0, 58300.0, 58500.0, 58700.0, 58850.0, 59100.0, 59300.0, 59600.0, 59900.0, 60350.0, 60400.0, 60750.0, 60750.0, 61050.0, 61500.0, 61700.0, 61700.0, 61800.0, 61950.0, 62000.0, 62100.0, 62400.0, 62450.0, 62850.0, 62900.0, 63150.0, 63500.0, 63600.0, 63600.0, 63650.0, 63900.0, 63900.0, 64000.0, 64050.0, 64250.0, 64300.0, 64350.0, 64650.0, 64700.0, 64850.0, 64850.0, 64900.0, 65100.0, 65150.0, 65300.0, 65400.0, 65550.0, 65600.0, 65750.0, 65800.0, 65850.0, 66000.0, 66150.0, 66200.0, 66400.0, 66400.0, 66400.0, 66500.0, 66500.0, 66500.0, 66550.0, 66600.0, 66800.0, 66800.0, 66850.0, 66950.0, 66950.0, 67050.0, 67050.0, 67050.0, 67200.0, 67350.0, 67400.0, 67500.0, 67500.0, 67650.0, 67750.0, 67850.0, 68000.0, 68100.0, 68150.0, 68200.0, 68200.0, 68300.0, 68500.0, 68500.0, 68600.0, 68600.0, 68750.0, 68950.0, 69000.0, 69050.0, 69050.0, 69100.0, 69150.0, 69150.0, 69400.0, 69400.0, 69400.0, 69500.0, 69500.0, 69550.0, 69600.0, 69600.0, 69600.0, 69650.0, 69650.0, 69750.0, 69800.0, 69800.0, 69850.0, 69850.0, 69900.0, 69900.0, 69950.0, 69950.0, 69950.0, 70050.0, 70050.0, 70100.0, 70150.0, 70150.0, 70150.0, 70150.0, 70250.0, 70250.0, 70250.0, 70350.0, 70350.0, 70400.0, 70400.0, 70400.0, 70450.0, 70600.0, 70600.0, 70700.0, 70750.0, 70850.0, 70850.0, 70950.0, 70950.0, 70950.0, 70950.0, 71050.0, 71050.0, 71050.0, 71100.0, 71100.0, 71100.0, 71100.0, 71150.0, 71200.0, 71200.0, 71200.0, 71200.0, 71200.0, 71300.0, 71400.0, 71400.0, 71400.0]","[74500, 74200, 70900, 73400, 71200, 70100, 67800, 72500, 74400, 65900, 70800, 71400, 74700, 74400, 71800, 70000, 75800, 68900, 71800, 69500, 71600, 72700, 72000, 70400, 72700, 73400, 71700, 72300, 74900, 75000, 74400, 70900, 68900, 72000, 74600, 76100, 67500, 67400, 73200, 70500, 76600, 75800, 70300, 70000, 75800, 71400, 73700, 69900, 70800, 71200, 74700, 69300, 69500, 69100, 70800, 69400, 76400, 73300, 74100, 70000, 72700, 73000, 68700, 70300, 72200, 71400, 71400, 69300, 72500, 71200, 67600, 70900, 70300, 76900, 74200, 67400, 69400, 70400, 67900, 71900, 67800, 73100, 73000, 70100, 75300, 71400, 73500, 68600, 69800, 71200, 70900, 70300, 74300, 74300, 71600, 67600, 70200, 72800, 74200, 70300]"
swap_mutation | pmx_table_block_crossover | rank(10.0) | xo=0.6 | mut=1.0 | elitism=False,"[21200.0, 24350.0, 27000.0, 29900.0, 32600.0, 35400.0, 37700.0, 40150.0, 42200.0, 44150.0, 45900.0, 47700.0, 49400.0, 50900.0, 52500.0, 53900.0, 55200.0, 56300.0, 57200.0, 58250.0, 59400.0, 59850.0, 60750.0, 61350.0, 61850.0, 62600.0, 63000.0, 63350.0, 63800.0, 64300.0, 64850.0, 65550.0, 65600.0, 66150.0, 66500.0, 66900.0, 67250.0, 67900.0, 68250.0, 68400.0, 68600.0, 68900.0, 69100.0, 69150.0, 69200.0, 69050.0, 69250.0, 69250.0, 69550.0, 69650.0, 69850.0, 70100.0, 70200.0, 70050.0, 70200.0, 70350.0, 70250.0, 70400.0, 70800.0, 70700.0, 70700.0, 70600.0, 70500.0, 70500.0, 70600.0, 70750.0, 70900.0, 71000.0, 71100.0, 71200.0, 71300.0, 71450.0, 71200.0, 71200.0, 71500.0, 71300.0, 71600.0, 71550.0, 71700.0, 71950.0, 71900.0, 71800.0, 71700.0, 71550.0, 71800.0, 71900.0, 71950.0, 72050.0, 72200.0, 72400.0, 72400.0, 72450.0, 72400.0, 72400.0, 72600.0, 72650.0, 72700.0, 72650.0, 72550.0, 72600.0, 72700.0, 72650.0, 72600.0, 72750.0, 72550.0, 72700.0, 72600.0, 72600.0, 72450.0, 72550.0, 72700.0, 72950.0, 72950.0, 73150.0, 72700.0, 72700.0, 73050.0, 73000.0, 72900.0, 73300.0, 73200.0, 73250.0, 73000.0, 72900.0, 73000.0, 73000.0, 73100.0, 73100.0, 73000.0, 73150.0, 73050.0, 73100.0, 73000.0, 73100.0, 73000.0, 73250.0, 73400.0, 73400.0, 73500.0, 73400.0, 73700.0, 73700.0, 73800.0, 73600.0, 73500.0, 73800.0, 73900.0, 73750.0, 73600.0, 73500.0, 73550.0, 73900.0, 73950.0, 74000.0, 73800.0, 74000.0, 74000.0, 73800.0, 73750.0, 73650.0, 73700.0, 73800.0, 73700.0, 73700.0, 73900.0, 73800.0, 73700.0, 73700.0, 73700.0, 73750.0, 73850.0, 73800.0, 73700.0, 73750.0, 73750.0, 73850.0, 73500.0, 73900.0, 73900.0, 73850.0, 74000.0, 73600.0, 73800.0, 74150.0, 74000.0, 73800.0, 73800.0, 73750.0, 73850.0, 73950.0, 74100.0, 74150.0, 74200.0, 74100.0, 73850.0, 73750.0, 74050.0, 74400.0, 74250.0, 74200.0, 73900.0]","[78600, 78200, 73500, 77200, 76000, 79700, 78200, 79400, 78100, 78300, 77500, 78300, 77300, 78000, 77600, 74200, 76900, 77300, 78400, 78800, 76800, 79400, 77200, 76300, 74500, 73000, 74200, 75800, 76600, 77800, 75400, 78100, 77200, 77400, 79500, 76700, 75200, 74700, 78500, 77600, 77000, 78600, 76300, 76200, 80400, 76500, 75100, 74000, 77400, 77100, 75700, 78500, 76500, 76800, 76600, 76700, 74600, 77000, 78300, 73800, 76800, 76400, 75800, 79500, 74000, 79000, 77300, 78700, 77400, 73900, 77300, 75300, 78600, 76900, 79400, 79400, 77800, 75700, 77000, 75600, 75900, 71900, 76600, 76400, 77700, 77200, 76400, 75900, 73900, 75300, 73800, 76700, 78700, 79100, 76600, 76500, 77000, 75900, 77600, 76400]"
swap_mutation | group_preserving_order_crossover | rank(10.0) | xo=0.8 | mut=1.0 | elitism=True,"[21300.0, 24200.0, 27650.0, 30250.0, 32350.0, 34750.0, 37150.0, 39050.0, 41150.0, 43500.0, 45450.0, 47300.0, 48600.0, 50400.0, 51400.0, 53200.0, 54200.0, 55600.0, 57100.0, 58000.0, 58700.0, 59650.0, 60050.0, 60900.0, 61400.0, 62450.0, 62950.0, 63450.0, 63600.0, 64700.0, 64950.0, 65550.0, 66050.0, 66650.0, 66850.0, 67200.0, 67550.0, 67650.0, 68150.0, 68650.0, 68750.0, 69300.0, 69500.0, 70100.0, 70200.0, 70350.0, 70800.0, 70900.0, 71150.0, 71150.0, 71250.0, 71300.0, 71450.0, 71700.0, 71700.0, 71700.0, 71750.0, 72000.0, 72300.0, 72300.0, 72500.0, 72500.0, 72700.0, 72700.0, 73000.0, 73050.0, 73150.0, 73300.0, 73350.0, 73350.0, 73550.0, 73550.0, 73600.0, 73650.0, 73700.0, 73700.0, 73750.0, 73750.0, 73900.0, 74000.0, 74100.0, 74100.0, 74300.0, 74300.0, 74300.0, 74300.0, 74300.0, 74300.0, 74350.0, 74450.0, 74700.0, 74750.0, 74850.0, 74850.0, 74850.0, 74850.0, 74900.0, 74900.0, 74900.0, 74900.0, 74950.0, 74950.0, 74950.0, 75000.0, 75000.0, 75000.0, 75100.0, 75100.0, 75100.0, 75100.0, 75100.0, 75100.0, 75100.0, 75100.0, 75100.0, 75100.0, 75100.0, 75100.0, 75100.0, 75100.0, 75100.0, 75300.0, 75400.0, 75400.0, 75400.0, 75400.0, 75400.0, 75450.0, 75450.0, 75450.0, 75450.0, 75450.0, 75450.0, 75500.0, 75500.0, 75500.0, 75500.0, 75500.0, 75500.0, 75600.0, 75600.0, 75600.0, 75650.0, 75650.0, 75650.0, 75650.0, 75650.0, 75650.0, 75650.0, 75650.0, 75650.0, 75650.0, 75650.0, 75650.0, 75650.0, 75650.0, 75650.0, 75650.0, 75650.0, 75650.0, 75650.0, 75650.0, 75650.0, 75700.0, 75700.0, 75750.0, 75750.0, 75750.0, 75800.0, 75800.0, 75800.0, 75800.0, 75800.0, 75800.0, 75800.0, 75850.0, 75850.0, 75850.0, 75850.0, 75850.0, 75850.0, 75850.0, 75850.0, 75850.0, 75850.0, 75850.0, 75850.0, 75850.0, 75850.0, 75850.0, 75850.0, 75850.0, 75850.0, 75900.0, 75950.0, 75950.0, 76000.0, 76000.0, 76000.0, 76000.0, 76000.0]","[75800, 74300, 74300, 78500, 75100, 79900, 77000, 73300, 76600, 73300, 76600, 75400, 74400, 73000, 75100, 74400, 78500, 76000, 77400, 76700, 71100, 76700, 75900, 74200, 74300, 79100, 76800, 75900, 76400, 74500, 75300, 78000, 77900, 78800, 75200, 76900, 72400, 73200, 79300, 76100, 76000, 76700, 79300, 76300, 76600, 74800, 74800, 75300, 76900, 76400, 77600, 72100, 73900, 76300, 75400, 74300, 78200, 79100, 75400, 73700, 77700, 78200, 75300, 78500, 78000, 77600, 76100, 73700, 76500, 79600, 77400, 75800, 71700, 70900, 77400, 76200, 74700, 69100, 76900, 76700, 72500, 73900, 65100, 74700, 79000, 77700, 75900, 69100, 75600, 76900, 76500, 74000, 77800, 75400, 73400, 76700, 78000, 73300, 75600, 78300]"
swap_mutation | pmx_table_block_crossover | tournament(15.0) | xo=1.0 | mut=0.7 | elitism=False,"[21000.0, 24800.0, 27750.0, 30450.0, 32750.0, 34800.0, 36750.0, 38400.0, 39700.0, 41150.0, 42850.0, 44300.0, 45700.0, 46750.0, 48000.0, 49300.0, 50700.0, 51950.0, 52800.0, 53600.0, 54300.0, 55100.0, 55800.0, 56450.0, 57000.0, 57800.0, 58600.0, 59200.0, 59950.0, 60400.0, 61050.0, 61650.0, 62050.0, 62300.0, 63150.0, 63400.0, 64150.0, 64700.0, 64850.0, 64950.0, 65500.0, 65700.0, 66000.0, 66150.0, 66550.0, 66850.0, 66950.0, 67650.0, 67950.0, 68000.0, 68300.0, 68500.0, 68550.0, 68900.0, 69150.0, 69650.0, 69800.0, 69900.0, 69900.0, 69950.0, 70100.0, 70250.0, 70400.0, 70400.0, 70550.0, 70550.0, 70600.0, 70600.0, 70950.0, 71050.0, 71100.0, 71150.0, 71250.0, 71250.0, 71550.0, 71650.0, 71800.0, 71800.0, 71950.0, 72000.0, 72250.0, 72400.0, 72400.0, 72400.0, 72700.0, 72850.0, 72800.0, 72800.0, 72950.0, 72900.0, 72900.0, 72900.0, 73150.0, 73150.0, 73150.0, 73150.0, 73250.0, 73250.0, 73250.0, 73250.0, 73250.0, 73250.0, 73300.0, 73800.0, 73900.0, 73900.0, 73900.0, 73900.0, 74100.0, 74300.0, 74150.0, 74300.0, 74400.0, 74400.0, 74400.0, 74400.0, 74400.0, 74450.0, 74450.0, 74500.0, 74550.0, 74550.0, 74600.0, 74600.0, 74600.0, 74700.0, 74700.0, 74700.0, 74800.0, 74800.0, 74800.0, 74850.0, 74850.0, 74850.0, 74850.0, 74850.0, 74850.0, 74850.0, 74850.0, 74850.0, 74850.0, 74850.0, 74850.0, 74850.0, 74850.0, 74850.0, 74850.0, 74900.0, 74900.0, 74900.0, 75150.0, 75300.0, 75300.0, 75350.0, 75450.0, 75450.0, 75500.0, 75500.0, 75500.0, 75500.0, 75500.0, 75500.0, 75500.0, 75550.0, 75550.0, 75550.0, 75600.0, 75600.0, 75600.0, 75600.0, 75600.0, 75650.0, 75700.0, 75700.0, 75700.0, 75700.0, 75700.0, 75700.0, 75700.0, 75700.0, 75700.0, 75700.0, 75700.0, 75700.0, 75700.0, 75700.0, 75750.0, 75750.0, 75750.0, 75750.0, 75750.0, 75750.0, 75800.0, 75800.0, 75800.0, 75800.0, 75800.0, 75900.0, 75900.0, 75900.0, 75900.0]","[77300, 80000, 69900, 75500, 74800, 72000, 75900, 72400, 75500, 73000, 77600, 80300, 77700, 77000, 74700, 76400, 77600, 72800, 76300, 76400, 79000, 75700, 71900, 78200, 74900, 79200, 72300, 72900, 77200, 77100, 77700, 74100, 75700, 75300, 78400, 78000, 77800, 76800, 77100, 74700, 78800, 79700, 68300, 71800, 74400, 75500, 75200, 74000, 77000, 76700, 80000, 76900, 76100, 77400, 73900, 73000, 71200, 72000, 79100, 73100, 70300, 78600, 74000, 74800, 78300, 76700, 81100, 72300, 77000, 77400, 71500, 73500, 75900, 74400, 75400, 77000, 75600, 77000, 74400, 76700, 78000, 76700, 65700, 76100, 75600, 73400, 77600, 76600, 68400, 73500, 78300, 75000, 71800, 77100, 79900, 75300, 76400, 74500, 81400, 72900]"
swap_mutation | pmx_table_block_crossover | rank(1.0) | xo=0.9 | mut=0.9 | elitism=True,"[21300.0, 25450.0, 28300.0, 30850.0, 33500.0, 35900.0, 37950.0, 40150.0, 42150.0, 43850.0, 45650.0, 47600.0, 48500.0, 50000.0, 51300.0, 52300.0, 53200.0, 54650.0, 55350.0, 56300.0, 57200.0, 58000.0, 58850.0, 59400.0, 60550.0, 60950.0, 61600.0, 62000.0, 62800.0, 63950.0, 64200.0, 64750.0, 65100.0, 65350.0, 65600.0, 66100.0, 66350.0, 66700.0, 66850.0, 67200.0, 67500.0, 67800.0, 68000.0, 68450.0, 69000.0, 69300.0, 69700.0, 70000.0, 70100.0, 70150.0, 70250.0, 70500.0, 70650.0, 70700.0, 70700.0, 70750.0, 70900.0, 71050.0, 71200.0, 71350.0, 71500.0, 71500.0, 71500.0, 71600.0, 71700.0, 71800.0, 72000.0, 72000.0, 72000.0, 72100.0, 72200.0, 72550.0, 72550.0, 72700.0, 72800.0, 72900.0, 72900.0, 72900.0, 72900.0, 73200.0, 73200.0, 73250.0, 73350.0, 73500.0, 73500.0, 73550.0, 73700.0, 73700.0, 73700.0, 73700.0, 73700.0, 73750.0, 73750.0, 73800.0, 73800.0, 73850.0, 73900.0, 73900.0, 73900.0, 73900.0, 73900.0, 73900.0, 73950.0, 73950.0, 73950.0, 73950.0, 74000.0, 74050.0, 74050.0, 74050.0, 74150.0, 74200.0, 74300.0, 74400.0, 74400.0, 74400.0, 74400.0, 74450.0, 74450.0, 74450.0, 74700.0, 74700.0, 74700.0, 74750.0, 74750.0, 74800.0, 74800.0, 74950.0, 74950.0, 74950.0, 74950.0, 74950.0, 74950.0, 74950.0, 74950.0, 74950.0, 74950.0, 74950.0, 74950.0, 74950.0, 74950.0, 74950.0, 74950.0, 74950.0, 74950.0, 74950.0, 74950.0, 74950.0, 75000.0, 75000.0, 75000.0, 75000.0, 75000.0, 75000.0, 75000.0, 75000.0, 75000.0, 75000.0, 75000.0, 75000.0, 75000.0, 75000.0, 75000.0, 75050.0, 75050.0, 75050.0, 75050.0, 75050.0, 75050.0, 75050.0, 75050.0, 75050.0, 75050.0, 75050.0, 75050.0, 75050.0, 75050.0, 75050.0, 75050.0, 75050.0, 75050.0, 75050.0, 75050.0, 75050.0, 75050.0, 75050.0, 75050.0, 75050.0, 75150.0, 75150.0, 75150.0, 75150.0, 75150.0, 75150.0, 75150.0, 75150.0, 75150.0, 75150.0, 75150.0, 75150.0, 75150.0]","[77100, 72100, 72700, 76700, 75900, 75000, 72500, 78300, 74400, 75100, 70600, 74000, 74000, 71100, 78000, 76500, 73900, 75200, 76800, 76800, 76800, 74600, 75600, 76800, 74400, 77900, 78900, 74700, 79400, 80200, 76800, 75000, 74700, 74100, 74000, 77700, 70700, 77600, 78800, 76600, 74900, 75400, 79800, 80300, 75600, 74500, 69700, 73800, 74700, 76600, 68500, 71900, 77000, 73200, 78000, 75900, 78300, 78400, 74400, 79800, 71000, 74900, 79200, 75200, 73300, 71900, 73200, 79600, 78100, 76700, 78000, 73900, 69700, 79200, 73400, 72000, 73500, 74500, 78100, 77800, 77200, 73400, 67000, 74000, 73700, 75100, 72100, 78300, 70200, 79700, 75700, 73900, 73500, 73800, 79000, 77500, 76900, 78200, 72400, 79200]"
swap_mutation | pmx_table_block_crossover | rank(1.0) | xo=0.8 | mut=0.8 | elitism=False,"[20900.0, 24750.0, 27800.0, 30100.0, 33150.0, 35750.0, 37750.0, 39950.0, 41950.0, 43400.0, 45200.0, 46700.0, 48200.0, 49450.0, 50900.0, 51700.0, 53100.0, 54600.0, 55700.0, 56650.0, 57550.0, 58050.0, 58950.0, 59400.0, 60400.0, 60900.0, 61600.0, 62200.0, 62650.0, 63500.0, 63750.0, 64200.0, 64800.0, 65250.0, 65500.0, 65600.0, 66100.0, 66550.0, 66950.0, 67450.0, 68000.0, 68150.0, 68300.0, 68550.0, 68700.0, 69000.0, 69200.0, 69300.0, 69500.0, 69550.0, 69650.0, 70200.0, 70350.0, 70450.0, 70600.0, 70650.0, 70800.0, 71000.0, 71100.0, 71100.0, 71450.0, 71700.0, 71700.0, 72000.0, 72150.0, 72250.0, 72300.0, 72450.0, 72450.0, 72500.0, 72500.0, 72550.0, 72550.0, 72700.0, 72800.0, 72850.0, 72950.0, 73050.0, 73200.0, 73250.0, 73300.0, 73300.0, 73300.0, 73300.0, 73450.0, 73500.0, 73600.0, 73600.0, 73750.0, 73900.0, 73900.0, 73900.0, 73950.0, 74000.0, 74000.0, 74050.0, 74100.0, 74150.0, 74200.0, 74200.0, 74200.0, 74200.0, 74250.0, 74300.0, 74300.0, 74350.0, 74550.0, 74550.0, 74550.0, 74600.0, 74600.0, 74600.0, 74600.0, 74600.0, 74600.0, 74600.0, 74600.0, 74600.0, 74600.0, 74750.0, 74750.0, 74750.0, 74800.0, 74850.0, 74900.0, 74900.0, 74900.0, 74900.0, 74900.0, 74900.0, 74900.0, 74950.0, 74950.0, 75050.0, 75050.0, 75050.0, 75050.0, 75100.0, 75100.0, 75100.0, 75100.0, 75100.0, 75100.0, 75100.0, 75100.0, 75100.0, 75100.0, 75100.0, 75100.0, 75100.0, 75100.0, 75100.0, 75100.0, 75100.0, 75100.0, 75100.0, 75100.0, 75100.0, 75100.0, 75200.0, 75200.0, 75200.0, 75200.0, 75200.0, 75200.0, 75200.0, 75200.0, 75200.0, 75200.0, 75200.0, 75200.0, 75200.0, 75200.0, 75200.0, 75200.0, 75200.0, 75200.0, 75200.0, 75200.0, 75200.0, 75200.0, 75200.0, 75200.0, 75200.0, 75200.0, 75200.0, 75300.0, 75300.0, 75300.0, 75300.0, 75300.0, 75300.0, 75300.0, 75300.0, 75300.0, 75300.0, 75300.0, 75300.0, 75350.0, 75350.0, 75350.0]","[77400, 76400, 78400, 68000, 75800, 74200, 77500, 70700, 70500, 75100, 78200, 79300, 73300, 77700, 74000, 75600, 72000, 72500, 77600, 77200, 72700, 79700, 76300, 75900, 76400, 75800, 75300, 78400, 73100, 69400, 71000, 77000, 73500, 75100, 76800, 72800, 75600, 76200, 75100, 71700, 74000, 74800, 73600, 73800, 71600, 75100, 71700, 72400, 74600, 77400, 77700, 75600, 76100, 77200, 75800, 73200, 75600, 81400, 75500, 76700, 75500, 74900, 71300, 77800, 73800, 72400, 69600, 78100, 73000, 78000, 78800, 75200, 75400, 76300, 73900, 70900, 80500, 76200, 75700, 75000, 76000, 72700, 77600, 74800, 74400, 76800, 71000, 73900, 77800, 72800, 75700, 74200, 77500, 75100, 74300, 77500, 73000, 76000, 71500, 77800]"
swap_mutation | pmx_table_block_crossover | rank(1.0) | xo=0.7 | mut=0.9 | elitism=False,"[21850.0, 24850.0, 28100.0, 31200.0, 34100.0, 36650.0, 38750.0, 41000.0, 42500.0, 44100.0, 46200.0, 47450.0, 49000.0, 50200.0, 51950.0, 53150.0, 54300.0, 55250.0, 56050.0, 57350.0, 58050.0, 58850.0, 59550.0, 60050.0, 61100.0, 61550.0, 61900.0, 62650.0, 62950.0, 63100.0, 63600.0, 64200.0, 64700.0, 65050.0, 65650.0, 65900.0, 66400.0, 66900.0, 66900.0, 67250.0, 68100.0, 68200.0, 68500.0, 68650.0, 68900.0, 69250.0, 69400.0, 69550.0, 69850.0, 70100.0, 70300.0, 70450.0, 70550.0, 70600.0, 70700.0, 70850.0, 70950.0, 71000.0, 71150.0, 71550.0, 71600.0, 71650.0, 71700.0, 71950.0, 72100.0, 72150.0, 72200.0, 72200.0, 72200.0, 72300.0, 72450.0, 72450.0, 72500.0, 72700.0, 72700.0, 72750.0, 72850.0, 72950.0, 73000.0, 73300.0, 73300.0, 73400.0, 73400.0, 73400.0, 73400.0, 73500.0, 73500.0, 73550.0, 73550.0, 73550.0, 73550.0, 73600.0, 73700.0, 73700.0, 73750.0, 73750.0, 73850.0, 73900.0, 73900.0, 73900.0, 73900.0, 73900.0, 74000.0, 74000.0, 74200.0, 74050.0, 74050.0, 74050.0, 74050.0, 74050.0, 74050.0, 74100.0, 74200.0, 74300.0, 74300.0, 74350.0, 74350.0, 74400.0, 74450.0, 74500.0, 74450.0, 74450.0, 74500.0, 74500.0, 74550.0, 74550.0, 74550.0, 74650.0, 74650.0, 74650.0, 74650.0, 74700.0, 74650.0, 74700.0, 74700.0, 74700.0, 74700.0, 74700.0, 74700.0, 74700.0, 74700.0, 74900.0, 74900.0, 74900.0, 74900.0, 74900.0, 74800.0, 74800.0, 75000.0, 75000.0, 75000.0, 75000.0, 75000.0, 75100.0, 75100.0, 75100.0, 75200.0, 75200.0, 75200.0, 75200.0, 75200.0, 75250.0, 75250.0, 75250.0, 75250.0, 75300.0, 75300.0, 75300.0, 75300.0, 75300.0, 75300.0, 75300.0, 75350.0, 75350.0, 75400.0, 75400.0, 75400.0, 75400.0, 75400.0, 75400.0, 75400.0, 75350.0, 75300.0, 75350.0, 75300.0, 75300.0, 75450.0, 75500.0, 75450.0, 75450.0, 75450.0, 75450.0, 75500.0, 75500.0, 75500.0, 75500.0, 75550.0, 75550.0, 75550.0, 75550.0, 75550.0]","[77800, 74300, 76100, 75800, 76900, 76300, 78000, 72900, 71900, 71600, 75000, 70800, 70300, 78200, 74300, 72200, 75200, 75600, 78300, 79100, 73700, 73100, 73100, 76200, 75700, 71300, 77000, 77900, 78800, 76700, 74200, 75300, 75000, 78200, 77900, 76800, 71700, 75400, 71700, 74200, 74800, 77500, 76400, 74900, 73000, 74600, 78300, 72900, 73100, 74500, 72600, 75800, 76800, 74100, 74700, 76300, 75500, 75800, 76300, 76100, 77200, 70800, 73500, 72300, 75600, 78200, 75500, 76300, 76100, 73900, 77100, 77100, 75700, 77100, 76400, 73400, 75600, 76600, 77500, 74600, 74400, 77400, 75300, 76500, 76800, 79700, 79200, 77500, 77700, 71300, 80700, 76000, 74500, 73000, 73500, 71200, 74300, 76300, 67500, 73800]"
