max_iter,L,neighbor,k,C,H,avg_fitness,std_fitness,avg_iter,avg_time,fitness_scores,fitness_list,fitness_median
100,50,scramble_mutation_optimized,2.0,100,1.3,71656.67,2129.58,85.0,0.29,"[73600.0, 71000.0, 69600.0, 70300.0, 73000.0, 71000.0, 68900.0, 73000.0, 70300.0, 73900.0, 75900.0, 75000.0, 71300.0, 75700.0, 71000.0, 67600.0, 68400.0, 73100.0, 69100.0, 71100.0, 71300.0, 71600.0, 69600.0, 70800.0, 73300.0, 70600.0, 74500.0, 69900.0, 71400.0, 73900.0]","[73600.0, 71000.0, 69600.0, 70300.0, 73000.0, 71000.0, 68900.0, 73000.0, 70300.0, 73900.0, 75900.0, 75000.0, 71300.0, 75700.0, 71000.0, 67600.0, 68400.0, 73100.0, 69100.0, 71100.0, 71300.0, 71600.0, 69600.0, 70800.0, 73300.0, 70600.0, 74500.0, 69900.0, 71400.0, 73900.0]",71200.0
100,50,scramble_mutation_optimized,2.0,10,1.01,71163.33,2472.99,88.87,0.3,"[74800.0, 70600.0, 66800.0, 69600.0, 68900.0, 69300.0, 70100.0, 69400.0, 69100.0, 74900.0, 74500.0, 72600.0, 73400.0, 74500.0, 65900.0, 70200.0, 74200.0, 70900.0, 69700.0, 74800.0, 69400.0, 69400.0, 74900.0, 71200.0, 69900.0, 70700.0, 72000.0, 68700.0, 70900.0, 73600.0]","[74800.0, 70600.0, 66800.0, 69600.0, 68900.0, 69300.0, 70100.0, 69400.0, 69100.0, 74900.0, 74500.0, 72600.0, 73400.0, 74500.0, 65900.0, 70200.0, 74200.0, 70900.0, 69700.0, 74800.0, 69400.0, 69400.0, 74900.0, 71200.0, 69900.0, 70700.0, 72000.0, 68700.0, 70900.0, 73600.0]",70650.0
100,50,scramble_mutation_optimized,1.0,200,1.01,69043.33,2317.71,91.23,0.3,"[70700.0, 69100.0, 69200.0, 74800.0, 71000.0, 68000.0, 66200.0, 67800.0, 70800.0, 67600.0, 69100.0, 65900.0, 68500.0, 68000.0, 69200.0, 68400.0, 66100.0, 74600.0, 65200.0, 67200.0, 69800.0, 72200.0, 65600.0, 70900.0, 67300.0, 69800.0, 71100.0, 67800.0, 69800.0, 69600.0]","[70700.0, 69100.0, 69200.0, 74800.0, 71000.0, 68000.0, 66200.0, 67800.0, 70800.0, 67600.0, 69100.0, 65900.0, 68500.0, 68000.0, 69200.0, 68400.0, 66100.0, 74600.0, 65200.0, 67200.0, 69800.0, 72200.0, 65600.0, 70900.0, 67300.0, 69800.0, 71100.0, 67800.0, 69800.0, 69600.0]",69100.0
100,50,scramble_mutation_optimized,1.0,10,1.3,68906.67,2767.66,91.4,0.31,"[68900.0, 70700.0, 69800.0, 67600.0, 71400.0, 71700.0, 70400.0, 72300.0, 60800.0, 68900.0, 73100.0, 66700.0, 70600.0, 69100.0, 68600.0, 70500.0, 65000.0, 66100.0, 68200.0, 69200.0, 69900.0, 69000.0, 73400.0, 66400.0, 72700.0, 70500.0, 65400.0, 64800.0, 66600.0, 68900.0]","[68900.0, 70700.0, 69800.0, 67600.0, 71400.0, 71700.0, 70400.0, 72300.0, 60800.0, 68900.0, 73100.0, 66700.0, 70600.0, 69100.0, 68600.0, 70500.0, 65000.0, 66100.0, 68200.0, 69200.0, 69900.0, 69000.0, 73400.0, 66400.0, 72700.0, 70500.0, 65400.0, 64800.0, 66600.0, 68900.0]",69050.0
100,50,scramble_mutation_optimized,1.0,1,1.2,68220.0,3220.5,92.63,0.32,"[68300.0, 64100.0, 73500.0, 62200.0, 69900.0, 69300.0, 71800.0, 67300.0, 65400.0, 63400.0, 69500.0, 64600.0, 70600.0, 68000.0, 69700.0, 64200.0, 64000.0, 69900.0, 65400.0, 68700.0, 65600.0, 70300.0, 69900.0, 75900.0, 68100.0, 70000.0, 64500.0, 69400.0, 71600.0, 71500.0]","[68300.0, 64100.0, 73500.0, 62200.0, 69900.0, 69300.0, 71800.0, 67300.0, 65400.0, 63400.0, 69500.0, 64600.0, 70600.0, 68000.0, 69700.0, 64200.0, 64000.0, 69900.0, 65400.0, 68700.0, 65600.0, 70300.0, 69900.0, 75900.0, 68100.0, 70000.0, 64500.0, 69400.0, 71600.0, 71500.0]",69000.0
100,50,scramble_mutation_optimized,1.0,100,1.01,68196.67,3102.09,90.67,0.3,"[69100.0, 73100.0, 71000.0, 66200.0, 65800.0, 63400.0, 69000.0, 65500.0, 70300.0, 69200.0, 69800.0, 65400.0, 64000.0, 68200.0, 74600.0, 66300.0, 67600.0, 68600.0, 69100.0, 70900.0, 62200.0, 65700.0, 67700.0, 63900.0, 73500.0, 70500.0, 72400.0, 69200.0, 64400.0, 69300.0]","[69100.0, 73100.0, 71000.0, 66200.0, 65800.0, 63400.0, 69000.0, 65500.0, 70300.0, 69200.0, 69800.0, 65400.0, 64000.0, 68200.0, 74600.0, 66300.0, 67600.0, 68600.0, 69100.0, 70900.0, 62200.0, 65700.0, 67700.0, 63900.0, 73500.0, 70500.0, 72400.0, 69200.0, 64400.0, 69300.0]",68800.0
100,50,scramble_mutation_optimized,1.0,200,1.3,68283.33,3368.39,88.87,0.3,"[63900.0, 64600.0, 70900.0, 65100.0, 70700.0, 67700.0, 67500.0, 69100.0, 67800.0, 67200.0, 72900.0, 75400.0, 68800.0, 71900.0, 72200.0, 70100.0, 68900.0, 62600.0, 73500.0, 67300.0, 67300.0, 66200.0, 69900.0, 69100.0, 68600.0, 65100.0, 70200.0, 63800.0, 59900.0, 70300.0]","[63900.0, 64600.0, 70900.0, 65100.0, 70700.0, 67700.0, 67500.0, 69100.0, 67800.0, 67200.0, 72900.0, 75400.0, 68800.0, 71900.0, 72200.0, 70100.0, 68900.0, 62600.0, 73500.0, 67300.0, 67300.0, 66200.0, 69900.0, 69100.0, 68600.0, 65100.0, 70200.0, 63800.0, 59900.0, 70300.0]",68700.0
100,50,scramble_mutation_optimized,1.0,100,1.2,68403.33,3174.43,93.8,0.33,"[67800.0, 66400.0, 64200.0, 72700.0, 69100.0, 72700.0, 71400.0, 62700.0, 66700.0, 66400.0, 65800.0, 64300.0, 64100.0, 70900.0, 71400.0, 70500.0, 72600.0, 67800.0, 69200.0, 63700.0, 66200.0, 69000.0, 65300.0, 70400.0, 73300.0, 70200.0, 69600.0, 74300.0, 65300.0, 68100.0]","[67800.0, 66400.0, 64200.0, 72700.0, 69100.0, 72700.0, 71400.0, 62700.0, 66700.0, 66400.0, 65800.0, 64300.0, 64100.0, 70900.0, 71400.0, 70500.0, 72600.0, 67800.0, 69200.0, 63700.0, 66200.0, 69000.0, 65300.0, 70400.0, 73300.0, 70200.0, 69600.0, 74300.0, 65300.0, 68100.0]",68550.0
100,50,scramble_mutation_optimized,1.0,10,1.1,68806.67,2941.53,88.83,0.31,"[69400.0, 66000.0, 70900.0, 69000.0, 67700.0, 72300.0, 69600.0, 76000.0, 66600.0, 68200.0, 69700.0, 63800.0, 67000.0, 69200.0, 70900.0, 74800.0, 71300.0, 71300.0, 68900.0, 64400.0, 68200.0, 66200.0, 67900.0, 67300.0, 68300.0, 74300.0, 64900.0, 66500.0, 68400.0, 65200.0]","[69400.0, 66000.0, 70900.0, 69000.0, 67700.0, 72300.0, 69600.0, 76000.0, 66600.0, 68200.0, 69700.0, 63800.0, 67000.0, 69200.0, 70900.0, 74800.0, 71300.0, 71300.0, 68900.0, 64400.0, 68200.0, 66200.0, 67900.0, 67300.0, 68300.0, 74300.0, 64900.0, 66500.0, 68400.0, 65200.0]",68350.0
100,50,scramble_mutation_optimized,1.0,10,1.2,68560.0,2841.08,91.33,0.31,"[66400.0, 72700.0, 70600.0, 72900.0, 65400.0, 67000.0, 70300.0, 73500.0, 65800.0, 68400.0, 67700.0, 64600.0, 63900.0, 70900.0, 67200.0, 71700.0, 72000.0, 63800.0, 68600.0, 69000.0, 71200.0, 68300.0, 63600.0, 68200.0, 71200.0, 69900.0, 67300.0, 68200.0, 65300.0, 71200.0]","[66400.0, 72700.0, 70600.0, 72900.0, 65400.0, 67000.0, 70300.0, 73500.0, 65800.0, 68400.0, 67700.0, 64600.0, 63900.0, 70900.0, 67200.0, 71700.0, 72000.0, 63800.0, 68600.0, 69000.0, 71200.0, 68300.0, 63600.0, 68200.0, 71200.0, 69900.0, 67300.0, 68200.0, 65300.0, 71200.0]",68350.0
100,50,scramble_mutation_optimized,1.0,1,1.3,68270.0,2785.82,92.33,0.31,"[70600.0, 64300.0, 66600.0, 68400.0, 68700.0, 70000.0, 66600.0, 69700.0, 69000.0, 66500.0, 61900.0, 65000.0, 65800.0, 67000.0, 70400.0, 73200.0, 67500.0, 72100.0, 63200.0, 68300.0, 70300.0, 67600.0, 68500.0, 66700.0, 66700.0, 74400.0, 68600.0, 72600.0, 68100.0, 69800.0]","[70600.0, 64300.0, 66600.0, 68400.0, 68700.0, 70000.0, 66600.0, 69700.0, 69000.0, 66500.0, 61900.0, 65000.0, 65800.0, 67000.0, 70400.0, 73200.0, 67500.0, 72100.0, 63200.0, 68300.0, 70300.0, 67600.0, 68500.0, 66700.0, 66700.0, 74400.0, 68600.0, 72600.0, 68100.0, 69800.0]",68350.0
100,50,scramble_mutation_optimized,1.0,1,1.01,67833.33,2035.9,91.2,0.31,"[66000.0, 68200.0, 65500.0, 63900.0, 70200.0, 69800.0, 69200.0, 70200.0, 67400.0, 66700.0, 65000.0, 71700.0, 66400.0, 68400.0, 70200.0, 64000.0, 71100.0, 68600.0, 66500.0, 66200.0, 68600.0, 68200.0, 70100.0, 69100.0, 67600.0, 69300.0, 67200.0, 64800.0, 68000.0, 66900.0]","[66000.0, 68200.0, 65500.0, 63900.0, 70200.0, 69800.0, 69200.0, 70200.0, 67400.0, 66700.0, 65000.0, 71700.0, 66400.0, 68400.0, 70200.0, 64000.0, 71100.0, 68600.0, 66500.0, 66200.0, 68600.0, 68200.0, 70100.0, 69100.0, 67600.0, 69300.0, 67200.0, 64800.0, 68000.0, 66900.0]",68100.0
100,50,scramble_mutation_optimized,1.0,1,1.1,67793.33,3249.81,92.2,0.31,"[72600.0, 64500.0, 69900.0, 68800.0, 64500.0, 65800.0, 74200.0, 66700.0, 62800.0, 71900.0, 67800.0, 71100.0, 72600.0, 64200.0, 69500.0, 65700.0, 69500.0, 65100.0, 66400.0, 68700.0, 66600.0, 69200.0, 59400.0, 71100.0, 67000.0, 70900.0, 66400.0, 68300.0, 64100.0, 68500.0]","[72600.0, 64500.0, 69900.0, 68800.0, 64500.0, 65800.0, 74200.0, 66700.0, 62800.0, 71900.0, 67800.0, 71100.0, 72600.0, 64200.0, 69500.0, 65700.0, 69500.0, 65100.0, 66400.0, 68700.0, 66600.0, 69200.0, 59400.0, 71100.0, 67000.0, 70900.0, 66400.0, 68300.0, 64100.0, 68500.0]",68050.0
100,50,scramble_mutation_optimized,1.0,100,1.3,68366.67,2951.42,94.1,0.32,"[62500.0, 67800.0, 67800.0, 68200.0, 67900.0, 67200.0, 67800.0, 69900.0, 63900.0, 70500.0, 63500.0, 70100.0, 68800.0, 65800.0, 71700.0, 71100.0, 65600.0, 69500.0, 67800.0, 72300.0, 71600.0, 67800.0, 61600.0, 74200.0, 66700.0, 68800.0, 72100.0, 70100.0, 71300.0, 67100.0]","[62500.0, 67800.0, 67800.0, 68200.0, 67900.0, 67200.0, 67800.0, 69900.0, 63900.0, 70500.0, 63500.0, 70100.0, 68800.0, 65800.0, 71700.0, 71100.0, 65600.0, 69500.0, 67800.0, 72300.0, 71600.0, 67800.0, 61600.0, 74200.0, 66700.0, 68800.0, 72100.0, 70100.0, 71300.0, 67100.0]",68050.0
100,50,scramble_mutation_optimized,1.0,10,1.01,68290.0,2496.44,92.77,0.31,"[67700.0, 67000.0, 69700.0, 67600.0, 73200.0, 64900.0, 66900.0, 69300.0, 70800.0, 67500.0, 69700.0, 66100.0, 69000.0, 73300.0, 69200.0, 62500.0, 71100.0, 68000.0, 67100.0, 68000.0, 70700.0, 68000.0, 66400.0, 66100.0, 69300.0, 68400.0, 65700.0, 67200.0, 73400.0, 64900.0]","[67700.0, 67000.0, 69700.0, 67600.0, 73200.0, 64900.0, 66900.0, 69300.0, 70800.0, 67500.0, 69700.0, 66100.0, 69000.0, 73300.0, 69200.0, 62500.0, 71100.0, 68000.0, 67100.0, 68000.0, 70700.0, 68000.0, 66400.0, 66100.0, 69300.0, 68400.0, 65700.0, 67200.0, 73400.0, 64900.0]",68000.0
100,50,scramble_mutation_optimized,1.0,200,1.2,67616.67,2650.29,92.17,0.37,"[66700.0, 68300.0, 67600.0, 71300.0, 71600.0, 68000.0, 66000.0, 61800.0, 67700.0, 63700.0, 71000.0, 70300.0, 68400.0, 64400.0, 64800.0, 72600.0, 67000.0, 66200.0, 66100.0, 70200.0, 68300.0, 64200.0, 68100.0, 64700.0, 65800.0, 67800.0, 66000.0, 72500.0, 67900.0, 69500.0]","[66700.0, 68300.0, 67600.0, 71300.0, 71600.0, 68000.0, 66000.0, 61800.0, 67700.0, 63700.0, 71000.0, 70300.0, 68400.0, 64400.0, 64800.0, 72600.0, 67000.0, 66200.0, 66100.0, 70200.0, 68300.0, 64200.0, 68100.0, 64700.0, 65800.0, 67800.0, 66000.0, 72500.0, 67900.0, 69500.0]",67750.0
100,50,scramble_mutation_optimized,1.0,200,1.1,67720.0,2716.54,88.2,0.29,"[67900.0, 63500.0, 64700.0, 72100.0, 66000.0, 67400.0, 62500.0, 63900.0, 68400.0, 65200.0, 67300.0, 68400.0, 67000.0, 68100.0, 67600.0, 69800.0, 70300.0, 63000.0, 68300.0, 70100.0, 70700.0, 67400.0, 68100.0, 68300.0, 69700.0, 75200.0, 67200.0, 70700.0, 65700.0, 67100.0]","[67900.0, 63500.0, 64700.0, 72100.0, 66000.0, 67400.0, 62500.0, 63900.0, 68400.0, 65200.0, 67300.0, 68400.0, 67000.0, 68100.0, 67600.0, 69800.0, 70300.0, 63000.0, 68300.0, 70100.0, 70700.0, 67400.0, 68100.0, 68300.0, 69700.0, 75200.0, 67200.0, 70700.0, 65700.0, 67100.0]",67750.0
100,50,scramble_mutation_optimized,1.0,100,1.1,68156.67,3106.41,92.53,0.32,"[65900.0, 69300.0, 65300.0, 70100.0, 64600.0, 66100.0, 71100.0, 66000.0, 69000.0, 73300.0, 69500.0, 72800.0, 68200.0, 67000.0, 64200.0, 70000.0, 71000.0, 74100.0, 65500.0, 66500.0, 64200.0, 73000.0, 66400.0, 65000.0, 62800.0, 65900.0, 72300.0, 66200.0, 71300.0, 68100.0]","[65900.0, 69300.0, 65300.0, 70100.0, 64600.0, 66100.0, 71100.0, 66000.0, 69000.0, 73300.0, 69500.0, 72800.0, 68200.0, 67000.0, 64200.0, 70000.0, 71000.0, 74100.0, 65500.0, 66500.0, 64200.0, 73000.0, 66400.0, 65000.0, 62800.0, 65900.0, 72300.0, 66200.0, 71300.0, 68100.0]",67550.0
100,50,swap_mutation,,1,1.3,62920.0,2429.05,66.63,0.23,"[65400.0, 60800.0, 62700.0, 66400.0, 59700.0, 68400.0, 59900.0, 60000.0, 60500.0, 66000.0, 61900.0, 62200.0, 64100.0, 63900.0, 61600.0, 62400.0, 65900.0, 58100.0, 64600.0, 65000.0, 60400.0, 61700.0, 63000.0, 64500.0, 60200.0, 60600.0, 62900.0, 65400.0, 64600.0, 64800.0]","[65400.0, 60800.0, 62700.0, 66400.0, 59700.0, 68400.0, 59900.0, 60000.0, 60500.0, 66000.0, 61900.0, 62200.0, 64100.0, 63900.0, 61600.0, 62400.0, 65900.0, 58100.0, 64600.0, 65000.0, 60400.0, 61700.0, 63000.0, 64500.0, 60200.0, 60600.0, 62900.0, 65400.0, 64600.0, 64800.0]",62800.0
100,50,swap_mutation,,10,1.01,62156.67,2943.66,64.5,0.22,"[60000.0, 59700.0, 63600.0, 67700.0, 62100.0, 66500.0, 62600.0, 64000.0, 62500.0, 55600.0, 57100.0, 60200.0, 58800.0, 60900.0, 63600.0, 64800.0, 59000.0, 55300.0, 64700.0, 61000.0, 64700.0, 64000.0, 63300.0, 63300.0, 62600.0, 62900.0, 61100.0, 66100.0, 62700.0, 64300.0]","[60000.0, 59700.0, 63600.0, 67700.0, 62100.0, 66500.0, 62600.0, 64000.0, 62500.0, 55600.0, 57100.0, 60200.0, 58800.0, 60900.0, 63600.0, 64800.0, 59000.0, 55300.0, 64700.0, 61000.0, 64700.0, 64000.0, 63300.0, 63300.0, 62600.0, 62900.0, 61100.0, 66100.0, 62700.0, 64300.0]",62650.0
100,50,swap_mutation,,100,1.01,62196.67,3132.25,73.2,0.26,"[62900.0, 60500.0, 67600.0, 65800.0, 63200.0, 59100.0, 64200.0, 59600.0, 64900.0, 55800.0, 64200.0, 59500.0, 62800.0, 67500.0, 59900.0, 65900.0, 67400.0, 61000.0, 63700.0, 63500.0, 61500.0, 60700.0, 56400.0, 64100.0, 62300.0, 58800.0, 57500.0, 59300.0, 61700.0, 64600.0]","[62900.0, 60500.0, 67600.0, 65800.0, 63200.0, 59100.0, 64200.0, 59600.0, 64900.0, 55800.0, 64200.0, 59500.0, 62800.0, 67500.0, 59900.0, 65900.0, 67400.0, 61000.0, 63700.0, 63500.0, 61500.0, 60700.0, 56400.0, 64100.0, 62300.0, 58800.0, 57500.0, 59300.0, 61700.0, 64600.0]",62550.0
100,50,swap_mutation,,10,1.1,62120.0,4137.1,70.07,0.24,"[65600.0, 58100.0, 57800.0, 57800.0, 63000.0, 57500.0, 58300.0, 62800.0, 61900.0, 61900.0, 66300.0, 66900.0, 60700.0, 72200.0, 63300.0, 61000.0, 65800.0, 62800.0, 62200.0, 68400.0, 56100.0, 69500.0, 55200.0, 63200.0, 57900.0, 59500.0, 56100.0, 63800.0, 64000.0, 64000.0]","[65600.0, 58100.0, 57800.0, 57800.0, 63000.0, 57500.0, 58300.0, 62800.0, 61900.0, 61900.0, 66300.0, 66900.0, 60700.0, 72200.0, 63300.0, 61000.0, 65800.0, 62800.0, 62200.0, 68400.0, 56100.0, 69500.0, 55200.0, 63200.0, 57900.0, 59500.0, 56100.0, 63800.0, 64000.0, 64000.0]",62500.0
100,50,swap_mutation,,200,1.3,61966.67,3302.26,73.97,0.26,"[61200.0, 62400.0, 63900.0, 62200.0, 63000.0, 65000.0, 55200.0, 64200.0, 62300.0, 65400.0, 62400.0, 56400.0, 60100.0, 61300.0, 60000.0, 62000.0, 69400.0, 62900.0, 60600.0, 53000.0, 65300.0, 62500.0, 66700.0, 63400.0, 62800.0, 65300.0, 59600.0, 59400.0, 58500.0, 62600.0]","[61200.0, 62400.0, 63900.0, 62200.0, 63000.0, 65000.0, 55200.0, 64200.0, 62300.0, 65400.0, 62400.0, 56400.0, 60100.0, 61300.0, 60000.0, 62000.0, 69400.0, 62900.0, 60600.0, 53000.0, 65300.0, 62500.0, 66700.0, 63400.0, 62800.0, 65300.0, 59600.0, 59400.0, 58500.0, 62600.0]",62400.0
100,50,swap_mutation,,10,1.2,62600.0,2794.52,65.33,0.22,"[55500.0, 64300.0, 61100.0, 68200.0, 62800.0, 63700.0, 61100.0, 61800.0, 65700.0, 64500.0, 60500.0, 61100.0, 59400.0, 64500.0, 61800.0, 65100.0, 63800.0, 61800.0, 66800.0, 62200.0, 65000.0, 61500.0, 58600.0, 66900.0, 66400.0, 62100.0, 58300.0, 60600.0, 60600.0, 62300.0]","[55500.0, 64300.0, 61100.0, 68200.0, 62800.0, 63700.0, 61100.0, 61800.0, 65700.0, 64500.0, 60500.0, 61100.0, 59400.0, 64500.0, 61800.0, 65100.0, 63800.0, 61800.0, 66800.0, 62200.0, 65000.0, 61500.0, 58600.0, 66900.0, 66400.0, 62100.0, 58300.0, 60600.0, 60600.0, 62300.0]",62150.0
100,50,swap_mutation,,10,1.3,61573.33,3952.46,67.1,0.23,"[57800.0, 64400.0, 65000.0, 57300.0, 60300.0, 57800.0, 59700.0, 62600.0, 63000.0, 66900.0, 67400.0, 59500.0, 61700.0, 55500.0, 63200.0, 67500.0, 62400.0, 59300.0, 64100.0, 61800.0, 63600.0, 67800.0, 54100.0, 65200.0, 51400.0, 63700.0, 58100.0, 61100.0, 60700.0, 64300.0]","[57800.0, 64400.0, 65000.0, 57300.0, 60300.0, 57800.0, 59700.0, 62600.0, 63000.0, 66900.0, 67400.0, 59500.0, 61700.0, 55500.0, 63200.0, 67500.0, 62400.0, 59300.0, 64100.0, 61800.0, 63600.0, 67800.0, 54100.0, 65200.0, 51400.0, 63700.0, 58100.0, 61100.0, 60700.0, 64300.0]",62100.0
100,50,swap_mutation,,200,1.2,62346.67,3407.22,68.93,0.24,"[60600.0, 59400.0, 64100.0, 63000.0, 58900.0, 64400.0, 63200.0, 56000.0, 61300.0, 58200.0, 58900.0, 66800.0, 67200.0, 64200.0, 62500.0, 59500.0, 59600.0, 58900.0, 60900.0, 62500.0, 57700.0, 64700.0, 66200.0, 68400.0, 59900.0, 60700.0, 67100.0, 60500.0, 66600.0, 68500.0]","[60600.0, 59400.0, 64100.0, 63000.0, 58900.0, 64400.0, 63200.0, 56000.0, 61300.0, 58200.0, 58900.0, 66800.0, 67200.0, 64200.0, 62500.0, 59500.0, 59600.0, 58900.0, 60900.0, 62500.0, 57700.0, 64700.0, 66200.0, 68400.0, 59900.0, 60700.0, 67100.0, 60500.0, 66600.0, 68500.0]",61900.0
100,50,swap_mutation,,1,1.1,62103.33,2504.73,65.27,0.24,"[63900.0, 61400.0, 65700.0, 60200.0, 55700.0, 62100.0, 58500.0, 60200.0, 61300.0, 61500.0, 64600.0, 61700.0, 65400.0, 65200.0, 59500.0, 62500.0, 67800.0, 60900.0, 62500.0, 61200.0, 64700.0, 60500.0, 59600.0, 62700.0, 60000.0, 64100.0, 62000.0, 64700.0, 63600.0, 59400.0]","[63900.0, 61400.0, 65700.0, 60200.0, 55700.0, 62100.0, 58500.0, 60200.0, 61300.0, 61500.0, 64600.0, 61700.0, 65400.0, 65200.0, 59500.0, 62500.0, 67800.0, 60900.0, 62500.0, 61200.0, 64700.0, 60500.0, 59600.0, 62700.0, 60000.0, 64100.0, 62000.0, 64700.0, 63600.0, 59400.0]",61850.0
100,50,swap_mutation,,200,1.1,61790.0,3214.17,66.6,0.23,"[65200.0, 56600.0, 62600.0, 63000.0, 65500.0, 64900.0, 66600.0, 63300.0, 61600.0, 66100.0, 62300.0, 61000.0, 59400.0, 60000.0, 57700.0, 60800.0, 56500.0, 61900.0, 64700.0, 63300.0, 57400.0, 61300.0, 58200.0, 66900.0, 56600.0, 67100.0, 60300.0, 61700.0, 57700.0, 63500.0]","[65200.0, 56600.0, 62600.0, 63000.0, 65500.0, 64900.0, 66600.0, 63300.0, 61600.0, 66100.0, 62300.0, 61000.0, 59400.0, 60000.0, 57700.0, 60800.0, 56500.0, 61900.0, 64700.0, 63300.0, 57400.0, 61300.0, 58200.0, 66900.0, 56600.0, 67100.0, 60300.0, 61700.0, 57700.0, 63500.0]",61800.0
100,50,swap_mutation,,1,1.2,61373.33,3223.86,68.9,0.25,"[61800.0, 60200.0, 65900.0, 64100.0, 65000.0, 63900.0, 63600.0, 61500.0, 65600.0, 53700.0, 62700.0, 63600.0, 59600.0, 56300.0, 58300.0, 59800.0, 64700.0, 59500.0, 55100.0, 60400.0, 62100.0, 59300.0, 68400.0, 61300.0, 61100.0, 58800.0, 58300.0, 64100.0, 60600.0, 61900.0]","[61800.0, 60200.0, 65900.0, 64100.0, 65000.0, 63900.0, 63600.0, 61500.0, 65600.0, 53700.0, 62700.0, 63600.0, 59600.0, 56300.0, 58300.0, 59800.0, 64700.0, 59500.0, 55100.0, 60400.0, 62100.0, 59300.0, 68400.0, 61300.0, 61100.0, 58800.0, 58300.0, 64100.0, 60600.0, 61900.0]",61400.0
100,50,swap_mutation,,1,1.01,61546.67,3714.18,69.27,0.24,"[64000.0, 66700.0, 64300.0, 63500.0, 61100.0, 62800.0, 63000.0, 63700.0, 56100.0, 59200.0, 67700.0, 59400.0, 61600.0, 60800.0, 63700.0, 55600.0, 54700.0, 66900.0, 59300.0, 62500.0, 66700.0, 53800.0, 63700.0, 60600.0, 67900.0, 59700.0, 61100.0, 59400.0, 57500.0, 59400.0]","[64000.0, 66700.0, 64300.0, 63500.0, 61100.0, 62800.0, 63000.0, 63700.0, 56100.0, 59200.0, 67700.0, 59400.0, 61600.0, 60800.0, 63700.0, 55600.0, 54700.0, 66900.0, 59300.0, 62500.0, 66700.0, 53800.0, 63700.0, 60600.0, 67900.0, 59700.0, 61100.0, 59400.0, 57500.0, 59400.0]",61350.0
100,50,swap_mutation,,100,1.1,61473.33,2619.28,67.6,0.24,"[57800.0, 64700.0, 65000.0, 63300.0, 61400.0, 61600.0, 65900.0, 63400.0, 60600.0, 59900.0, 60300.0, 59100.0, 62300.0, 63200.0, 62000.0, 55500.0, 64300.0, 55600.0, 62400.0, 62200.0, 58900.0, 60800.0, 65300.0, 61100.0, 60200.0, 60300.0, 60200.0, 60400.0, 60500.0, 66000.0]","[57800.0, 64700.0, 65000.0, 63300.0, 61400.0, 61600.0, 65900.0, 63400.0, 60600.0, 59900.0, 60300.0, 59100.0, 62300.0, 63200.0, 62000.0, 55500.0, 64300.0, 55600.0, 62400.0, 62200.0, 58900.0, 60800.0, 65300.0, 61100.0, 60200.0, 60300.0, 60200.0, 60400.0, 60500.0, 66000.0]",61250.0
100,50,swap_mutation,,200,1.01,61453.33,3199.03,74.6,0.26,"[64500.0, 65400.0, 61400.0, 65800.0, 65000.0, 62900.0, 63500.0, 62400.0, 62000.0, 67100.0, 58200.0, 55900.0, 54200.0, 62400.0, 60200.0, 60600.0, 65800.0, 58700.0, 59700.0, 61100.0, 62900.0, 60000.0, 56200.0, 66800.0, 62700.0, 57700.0, 60000.0, 59700.0, 59700.0, 61100.0]","[64500.0, 65400.0, 61400.0, 65800.0, 65000.0, 62900.0, 63500.0, 62400.0, 62000.0, 67100.0, 58200.0, 55900.0, 54200.0, 62400.0, 60200.0, 60600.0, 65800.0, 58700.0, 59700.0, 61100.0, 62900.0, 60000.0, 56200.0, 66800.0, 62700.0, 57700.0, 60000.0, 59700.0, 59700.0, 61100.0]",61250.0
100,50,swap_mutation,,100,1.2,61780.0,3150.28,69.3,0.25,"[58100.0, 58300.0, 61300.0, 68100.0, 62400.0, 65900.0, 59900.0, 63600.0, 65600.0, 60100.0, 61200.0, 57200.0, 67300.0, 57200.0, 61000.0, 58000.0, 60300.0, 62100.0, 66100.0, 62600.0, 59300.0, 58700.0, 65200.0, 64500.0, 64700.0, 61100.0, 65800.0, 60100.0, 58100.0, 59600.0]","[58100.0, 58300.0, 61300.0, 68100.0, 62400.0, 65900.0, 59900.0, 63600.0, 65600.0, 60100.0, 61200.0, 57200.0, 67300.0, 57200.0, 61000.0, 58000.0, 60300.0, 62100.0, 66100.0, 62600.0, 59300.0, 58700.0, 65200.0, 64500.0, 64700.0, 61100.0, 65800.0, 60100.0, 58100.0, 59600.0]",61150.0
100,50,swap_mutation,,100,1.3,61216.67,3783.83,65.07,0.23,"[60800.0, 66300.0, 56300.0, 67200.0, 61600.0, 60600.0, 67500.0, 59100.0, 61400.0, 67000.0, 58700.0, 60000.0, 55200.0, 64900.0, 60500.0, 56200.0, 59500.0, 61300.0, 65300.0, 61000.0, 68300.0, 54100.0, 59600.0, 61500.0, 62900.0, 57200.0, 62100.0, 65000.0, 58100.0, 57300.0]","[60800.0, 66300.0, 56300.0, 67200.0, 61600.0, 60600.0, 67500.0, 59100.0, 61400.0, 67000.0, 58700.0, 60000.0, 55200.0, 64900.0, 60500.0, 56200.0, 59500.0, 61300.0, 65300.0, 61000.0, 68300.0, 54100.0, 59600.0, 61500.0, 62900.0, 57200.0, 62100.0, 65000.0, 58100.0, 57300.0]",60900.0
