,pop_size,mutation,crossover,selection,selection_param,elitism,max_gen,xo_prob,mut_prob,avg_fitness,std_fitness,avg_conv_gen,avg_conv_time,fitness_scores
346,50,swap_mutation,group_preserving_order_crossover,tournament,5.0,False,100,0.7,0.7,67700.0,2340.8,94.3,0.74,"[69600.0, 69700.0, 68800.0, 69900.0, 72300.0, 68600.0, 67600.0, 67800.0, 65400.0, 70500.0, 65500.0, 67100.0, 72300.0, 65400.0, 68800.0, 67300.0, 66500.0, 66600.0, 66400.0, 66600.0, 63800.0, 65500.0, 63000.0, 65200.0, 69400.0, 65600.0, 69500.0, 66200.0, 68500.0, 71600.0]"
347,50,swap_mutation,group_preserving_order_crossover,tournament,7.0,False,100,0.7,0.7,71100.0,3003.66,94.47,0.74,"[72300.0, 71800.0, 68800.0, 74700.0, 74000.0, 67300.0, 70800.0, 69100.0, 71300.0, 70300.0, 72300.0, 70200.0, 71800.0, 71500.0, 71800.0, 76400.0, 73200.0, 75800.0, 70900.0, 73700.0, 66300.0, 64900.0, 71800.0, 68300.0, 66500.0, 68900.0, 68400.0, 69900.0, 71600.0, 78400.0]"
348,50,swap_mutation,group_preserving_order_crossover,tournament,5.0,False,100,0.6,0.2,66436.67,3005.38,93.57,0.67,"[66400.0, 66000.0, 67100.0, 68300.0, 68300.0, 59400.0, 71500.0, 65000.0, 68200.0, 71700.0, 63600.0, 67500.0, 68400.0, 67700.0, 63300.0, 65000.0, 62400.0, 62500.0, 70300.0, 65600.0, 65600.0, 61200.0, 65300.0, 71200.0, 66600.0, 70800.0, 66400.0, 67700.0, 63500.0, 66600.0]"
349,50,swap_mutation,group_preserving_order_crossover,tournament,7.0,False,100,0.6,0.2,66626.67,2656.3,94.13,0.68,"[63600.0, 64400.0, 67800.0, 64400.0, 70000.0, 70300.0, 71000.0, 67900.0, 62600.0, 68700.0, 67500.0, 65700.0, 66400.0, 64500.0, 70900.0, 66400.0, 65700.0, 66400.0, 70000.0, 66400.0, 64500.0, 62300.0, 63600.0, 65000.0, 63600.0, 67700.0, 68500.0, 63400.0, 67700.0, 71900.0]"
350,50,swap_mutation,group_preserving_order_crossover,tournament,5.0,False,100,0.6,0.3,68773.33,2681.66,93.87,0.68,"[70500.0, 65900.0, 65900.0, 61600.0, 69600.0, 68300.0, 70300.0, 69500.0, 71600.0, 70600.0, 73200.0, 66900.0, 64500.0, 66000.0, 72900.0, 71700.0, 65500.0, 68500.0, 68700.0, 66300.0, 68600.0, 70600.0, 68500.0, 69100.0, 69600.0, 73900.0, 68100.0, 68000.0, 67700.0, 71100.0]"
351,50,swap_mutation,group_preserving_order_crossover,tournament,7.0,False,100,0.6,0.3,68773.33,3094.61,93.9,0.69,"[64700.0, 76000.0, 68400.0, 72700.0, 71200.0, 64100.0, 68400.0, 67300.0, 65800.0, 72900.0, 71700.0, 68100.0, 72200.0, 61700.0, 64300.0, 67900.0, 69900.0, 70800.0, 68700.0, 68400.0, 69000.0, 70000.0, 72100.0, 71600.0, 68400.0, 67900.0, 68700.0, 69500.0, 63800.0, 67000.0]"
352,50,swap_mutation,group_preserving_order_crossover,tournament,5.0,False,100,0.6,0.4,70176.67,2761.36,94.4,0.71,"[67500.0, 69800.0, 70000.0, 66700.0, 70100.0, 76200.0, 68400.0, 75900.0, 68100.0, 69000.0, 66000.0, 72800.0, 66500.0, 70400.0, 65100.0, 71300.0, 71000.0, 69200.0, 72600.0, 69000.0, 74200.0, 74800.0, 70800.0, 70600.0, 71400.0, 66800.0, 70600.0, 71200.0, 68100.0, 71200.0]"
353,50,swap_mutation,group_preserving_order_crossover,tournament,7.0,False,100,0.6,0.4,70543.33,2987.05,94.23,0.71,"[69000.0, 71500.0, 72700.0, 65900.0, 73500.0, 74400.0, 71600.0, 69000.0, 64100.0, 72800.0, 72100.0, 68600.0, 63300.0, 68700.0, 66300.0, 70200.0, 71400.0, 72100.0, 69500.0, 72700.0, 71100.0, 75900.0, 73000.0, 68400.0, 67900.0, 69000.0, 71800.0, 74500.0, 72300.0, 73000.0]"
354,50,swap_mutation,group_preserving_order_crossover,tournament,5.0,False,100,0.6,0.5,70403.33,2610.3,96.27,0.72,"[72300.0, 69300.0, 70300.0, 70900.0, 66600.0, 74600.0, 77100.0, 69700.0, 68800.0, 70600.0, 70400.0, 67900.0, 69800.0, 72200.0, 69000.0, 69600.0, 71900.0, 65400.0, 72300.0, 69200.0, 72400.0, 72600.0, 66300.0, 70600.0, 70400.0, 71000.0, 70200.0, 74100.0, 64700.0, 71900.0]"
355,50,swap_mutation,group_preserving_order_crossover,tournament,7.0,False,100,0.6,0.5,71423.33,2376.37,95.23,0.72,"[69200.0, 70700.0, 66900.0, 73200.0, 72900.0, 69400.0, 70000.0, 72300.0, 70000.0, 72300.0, 69900.0, 74900.0, 73900.0, 71000.0, 72400.0, 67600.0, 71100.0, 71600.0, 73400.0, 73600.0, 73600.0, 69200.0, 74800.0, 70000.0, 65800.0, 74100.0, 72900.0, 69600.0, 71000.0, 75400.0]"
356,50,swap_mutation,group_preserving_order_crossover,tournament,5.0,False,100,0.6,0.6,69263.33,2233.16,92.77,0.74,"[71500.0, 69600.0, 74700.0, 70800.0, 72600.0, 66200.0, 69300.0, 69400.0, 71300.0, 67600.0, 67800.0, 68400.0, 68100.0, 67300.0, 69600.0, 71900.0, 66200.0, 68700.0, 69600.0, 69400.0, 66200.0, 69500.0, 72300.0, 69500.0, 69800.0, 71400.0, 71200.0, 65300.0, 66600.0, 66100.0]"
357,50,swap_mutation,group_preserving_order_crossover,tournament,7.0,False,100,0.6,0.6,72090.0,2049.77,95.1,0.75,"[73100.0, 69400.0, 74900.0, 67400.0, 74300.0, 73400.0, 72600.0, 70900.0, 74900.0, 74600.0, 71800.0, 70700.0, 69400.0, 70600.0, 73900.0, 72300.0, 71700.0, 71000.0, 74900.0, 73500.0, 72200.0, 73100.0, 72400.0, 72600.0, 71000.0, 70400.0, 66800.0, 71700.0, 74400.0, 72800.0]"
358,50,swap_mutation,group_preserving_order_crossover,tournament,5.0,False,100,0.6,0.7,67076.67,2792.57,94.93,0.75,"[68800.0, 66500.0, 68500.0, 71800.0, 68000.0, 69500.0, 63700.0, 63600.0, 60300.0, 68100.0, 68300.0, 66300.0, 62100.0, 66900.0, 67700.0, 65700.0, 70400.0, 70000.0, 67500.0, 66900.0, 64100.0, 66500.0, 62200.0, 68000.0, 67700.0, 71300.0, 71100.0, 64300.0, 67400.0, 69100.0]"
359,50,swap_mutation,group_preserving_order_crossover,tournament,7.0,False,100,0.6,0.7,70523.33,2627.89,94.87,0.75,"[71000.0, 68700.0, 73400.0, 71300.0, 72800.0, 67100.0, 70700.0, 70300.0, 75900.0, 68100.0, 66800.0, 73300.0, 72500.0, 74300.0, 70100.0, 74100.0, 68800.0, 65100.0, 69600.0, 72500.0, 70800.0, 70500.0, 73100.0, 69300.0, 72000.0, 70900.0, 70800.0, 69100.0, 64600.0, 68200.0]"
360,50,swap_mutation,group_preserving_order_crossover,rank,0.1,True,100,0.8,0.5,70590.0,3062.06,96.1,0.82,"[74900.0, 67900.0, 74200.0, 67600.0, 72100.0, 71500.0, 68700.0, 66300.0, 74100.0, 69900.0, 71000.0, 67900.0, 74200.0, 71700.0, 71900.0, 72600.0, 73200.0, 63600.0, 70600.0, 66900.0, 72600.0, 72000.0, 73800.0, 69100.0, 68600.0, 76000.0, 73200.0, 67000.0, 69000.0, 65600.0]"
361,50,swap_mutation,group_preserving_order_crossover,rank,1.0,True,100,0.8,0.5,72040.0,2726.73,91.73,0.81,"[75400.0, 69900.0, 72700.0, 74900.0, 72700.0, 72100.0, 69700.0, 64700.0, 67700.0, 74100.0, 67800.0, 74100.0, 73100.0, 72800.0, 75500.0, 75900.0, 69900.0, 72200.0, 72100.0, 73300.0, 71700.0, 71400.0, 72100.0, 71600.0, 72500.0, 67200.0, 71100.0, 71600.0, 77500.0, 73900.0]"
362,50,swap_mutation,group_preserving_order_crossover,rank,0.1,True,100,0.8,0.6,70850.0,2589.69,95.37,0.86,"[70500.0, 69500.0, 69500.0, 65900.0, 69200.0, 71500.0, 71300.0, 73600.0, 65900.0, 71700.0, 72200.0, 73500.0, 73000.0, 68900.0, 72300.0, 75200.0, 72100.0, 72200.0, 75100.0, 69500.0, 71300.0, 72200.0, 66900.0, 69100.0, 72500.0, 67500.0, 65400.0, 72600.0, 72000.0, 73400.0]"
363,50,swap_mutation,group_preserving_order_crossover,rank,1.0,True,100,0.8,0.6,73330.0,3004.79,91.57,0.81,"[78900.0, 71800.0, 70300.0, 72700.0, 68200.0, 70500.0, 75900.0, 74000.0, 73600.0, 73100.0, 75200.0, 72400.0, 75400.0, 69200.0, 76500.0, 73000.0, 76500.0, 73100.0, 71400.0, 76900.0, 70900.0, 72700.0, 77700.0, 77000.0, 71100.0, 72700.0, 72200.0, 65500.0, 77400.0, 74100.0]"
364,50,swap_mutation,group_preserving_order_crossover,rank,0.1,True,100,0.8,0.7,70173.33,2249.88,95.77,0.86,"[68300.0, 70100.0, 69100.0, 67900.0, 69700.0, 72000.0, 70800.0, 74000.0, 71000.0, 68500.0, 71100.0, 75500.0, 73200.0, 68600.0, 69400.0, 70100.0, 72500.0, 67000.0, 69600.0, 69600.0, 65600.0, 71300.0, 67200.0, 73600.0, 71300.0, 72200.0, 69500.0, 66500.0, 69700.0, 70300.0]"
365,50,swap_mutation,group_preserving_order_crossover,rank,1.0,True,100,0.8,0.7,73086.67,2734.32,90.67,0.8,"[71900.0, 72000.0, 71700.0, 77700.0, 72300.0, 73700.0, 69900.0, 78400.0, 70600.0, 70600.0, 76300.0, 70000.0, 75800.0, 71100.0, 77300.0, 72700.0, 72000.0, 75700.0, 75800.0, 74000.0, 74800.0, 72100.0, 69500.0, 75600.0, 73900.0, 72200.0, 74600.0, 71900.0, 65800.0, 72700.0]"
366,50,swap_mutation,group_preserving_order_crossover,rank,0.1,True,100,0.9,0.5,71396.67,2462.72,97.23,0.85,"[74500.0, 75800.0, 73100.0, 71800.0, 72500.0, 72800.0, 68600.0, 69000.0, 68400.0, 69400.0, 72800.0, 76000.0, 75700.0, 73200.0, 68700.0, 70000.0, 69100.0, 71000.0, 69600.0, 67100.0, 69900.0, 69900.0, 70900.0, 73800.0, 71000.0, 71000.0, 75000.0, 71500.0, 67600.0, 72200.0]"
367,50,swap_mutation,group_preserving_order_crossover,rank,1.0,True,100,0.9,0.5,73116.67,2729.11,90.67,0.8,"[71900.0, 76600.0, 76000.0, 72200.0, 75200.0, 68400.0, 73300.0, 76000.0, 75600.0, 71500.0, 71600.0, 70300.0, 79300.0, 72900.0, 69500.0, 77600.0, 72900.0, 77000.0, 72100.0, 67600.0, 72000.0, 75600.0, 74100.0, 71200.0, 71000.0, 74600.0, 71000.0, 71300.0, 71700.0, 73500.0]"
368,50,swap_mutation,group_preserving_order_crossover,rank,0.1,True,100,0.9,0.6,70060.0,2748.16,95.33,0.86,"[65600.0, 70000.0, 67900.0, 71600.0, 71400.0, 68500.0, 74900.0, 65700.0, 70000.0, 70400.0, 73900.0, 66200.0, 70600.0, 64300.0, 72900.0, 70800.0, 74000.0, 70100.0, 67200.0, 70900.0, 69700.0, 71900.0, 75500.0, 66200.0, 70700.0, 70500.0, 69700.0, 69400.0, 68800.0, 72500.0]"
369,50,swap_mutation,group_preserving_order_crossover,rank,1.0,True,100,0.9,0.6,73140.0,2807.32,91.03,0.82,"[73800.0, 73200.0, 73900.0, 72300.0, 76100.0, 71000.0, 73400.0, 72000.0, 78000.0, 75000.0, 76400.0, 69100.0, 74400.0, 72200.0, 69700.0, 75100.0, 67300.0, 75600.0, 76800.0, 73100.0, 76800.0, 74300.0, 66600.0, 72500.0, 72200.0, 77700.0, 71400.0, 71300.0, 72700.0, 70300.0]"
370,50,swap_mutation,group_preserving_order_crossover,rank,0.1,True,100,0.9,0.7,69433.33,3202.53,95.43,0.86,"[69900.0, 64600.0, 70600.0, 73100.0, 68800.0, 72500.0, 65600.0, 74200.0, 61700.0, 70300.0, 74200.0, 73000.0, 66600.0, 73100.0, 73400.0, 65700.0, 67000.0, 70600.0, 74300.0, 66900.0, 65800.0, 68100.0, 68900.0, 70700.0, 69300.0, 72400.0, 67000.0, 67300.0, 69100.0, 68300.0]"
371,50,swap_mutation,group_preserving_order_crossover,rank,1.0,True,100,0.9,0.7,73870.0,2486.11,88.73,0.8,"[72200.0, 73400.0, 72700.0, 80000.0, 72500.0, 75600.0, 74100.0, 71100.0, 76600.0, 70300.0, 76200.0, 72100.0, 68400.0, 74500.0, 72200.0, 73000.0, 75700.0, 77900.0, 76900.0, 71600.0, 75200.0, 75400.0, 75800.0, 73300.0, 75600.0, 71700.0, 72300.0, 71400.0, 76400.0, 72000.0]"
372,50,swap_mutation,group_preserving_order_crossover,rank,0.1,True,100,0.7,0.2,65436.67,2446.7,95.13,0.77,"[65100.0, 68500.0, 67900.0, 66000.0, 65100.0, 62900.0, 63900.0, 67200.0, 64300.0, 61900.0, 65700.0, 66400.0, 65600.0, 62200.0, 63200.0, 62800.0, 65500.0, 68300.0, 63800.0, 64400.0, 65900.0, 72500.0, 68000.0, 66300.0, 68700.0, 65900.0, 63800.0, 59900.0, 66300.0, 65100.0]"
373,50,swap_mutation,group_preserving_order_crossover,rank,1.0,True,100,0.7,0.2,67310.0,3066.85,92.7,0.77,"[65800.0, 69800.0, 70100.0, 65000.0, 68900.0, 73600.0, 65500.0, 65000.0, 67000.0, 71000.0, 64500.0, 66300.0, 63500.0, 67500.0, 66900.0, 69200.0, 68700.0, 65300.0, 63400.0, 65100.0, 63900.0, 69600.0, 69100.0, 70200.0, 75100.0, 64100.0, 67900.0, 64000.0, 70600.0, 62700.0]"
374,50,swap_mutation,group_preserving_order_crossover,rank,0.1,True,100,0.7,0.3,69220.0,3182.39,93.87,0.78,"[72300.0, 66500.0, 65000.0, 71100.0, 63000.0, 64800.0, 68200.0, 74200.0, 73600.0, 67900.0, 70300.0, 70300.0, 71400.0, 68800.0, 69400.0, 68500.0, 71500.0, 72400.0, 64000.0, 65800.0, 66200.0, 67600.0, 67000.0, 71000.0, 68500.0, 65400.0, 71900.0, 73700.0, 71500.0, 74800.0]"
375,50,swap_mutation,group_preserving_order_crossover,rank,1.0,True,100,0.7,0.3,70043.33,2915.78,93.47,0.77,"[68300.0, 69400.0, 63600.0, 66200.0, 69000.0, 72200.0, 73600.0, 69100.0, 74000.0, 67000.0, 72200.0, 74400.0, 70000.0, 65900.0, 71200.0, 70400.0, 70700.0, 68900.0, 63400.0, 74500.0, 71200.0, 73200.0, 69800.0, 71100.0, 66700.0, 69900.0, 68900.0, 70800.0, 71900.0, 73800.0]"
376,50,swap_mutation,group_preserving_order_crossover,rank,0.1,True,100,0.7,0.4,69610.0,2703.37,97.0,0.83,"[70400.0, 74200.0, 72500.0, 69800.0, 68500.0, 73200.0, 69900.0, 68500.0, 69300.0, 68500.0, 62800.0, 73600.0, 71900.0, 72700.0, 71500.0, 65400.0, 71200.0, 68300.0, 70400.0, 68000.0, 74000.0, 68000.0, 65200.0, 70500.0, 66700.0, 69000.0, 69900.0, 70400.0, 66200.0, 67800.0]"
377,50,swap_mutation,group_preserving_order_crossover,rank,1.0,True,100,0.7,0.4,71390.0,2683.7,94.4,0.84,"[73800.0, 70500.0, 75000.0, 65400.0, 69200.0, 73600.0, 73200.0, 76900.0, 65900.0, 70800.0, 70800.0, 70200.0, 70900.0, 71400.0, 69700.0, 71400.0, 71300.0, 72400.0, 69100.0, 71500.0, 72900.0, 72800.0, 68800.0, 75900.0, 69000.0, 75200.0, 73400.0, 68600.0, 68600.0, 73500.0]"
378,50,swap_mutation,group_preserving_order_crossover,rank,0.1,True,100,0.7,0.5,70863.33,2369.88,94.13,0.81,"[71200.0, 71200.0, 71500.0, 71600.0, 68300.0, 65700.0, 68900.0, 71600.0, 72700.0, 73000.0, 70300.0, 70000.0, 74900.0, 69100.0, 66900.0, 73200.0, 73800.0, 77500.0, 68300.0, 70500.0, 68400.0, 70800.0, 70700.0, 70200.0, 68400.0, 72100.0, 69900.0, 73100.0, 71600.0, 70500.0]"
379,50,swap_mutation,group_preserving_order_crossover,rank,1.0,True,100,0.7,0.5,72276.67,2839.33,94.43,0.81,"[72100.0, 68800.0, 74700.0, 72000.0, 72400.0, 71200.0, 75300.0, 69100.0, 71700.0, 72900.0, 72100.0, 71600.0, 69800.0, 68000.0, 68100.0, 73800.0, 73500.0, 75300.0, 74200.0, 73700.0, 77600.0, 72000.0, 76600.0, 73700.0, 74300.0, 74000.0, 65800.0, 73100.0, 66200.0, 74700.0]"
380,50,swap_mutation,group_preserving_order_crossover,rank,0.1,True,100,0.7,0.6,71720.0,2623.28,95.53,0.84,"[68400.0, 72100.0, 75100.0, 74900.0, 71600.0, 73400.0, 70800.0, 76100.0, 75400.0, 74000.0, 69900.0, 71200.0, 67900.0, 74100.0, 68500.0, 71300.0, 71400.0, 65500.0, 74700.0, 68800.0, 68400.0, 69000.0, 70800.0, 75700.0, 72500.0, 70700.0, 73300.0, 71000.0, 72100.0, 73000.0]"
381,50,swap_mutation,group_preserving_order_crossover,rank,1.0,True,100,0.7,0.6,73640.0,2616.18,90.27,0.77,"[76900.0, 71900.0, 73600.0, 74800.0, 75600.0, 77900.0, 70800.0, 77300.0, 74200.0, 74700.0, 72300.0, 71700.0, 73400.0, 70900.0, 71400.0, 74300.0, 75000.0, 76000.0, 78100.0, 72800.0, 73400.0, 69400.0, 67300.0, 77000.0, 72200.0, 73200.0, 74600.0, 68900.0, 74100.0, 75500.0]"
382,50,swap_mutation,group_preserving_order_crossover,rank,0.1,True,100,0.7,0.7,69086.67,2963.98,94.9,0.83,"[72300.0, 72300.0, 67700.0, 66700.0, 68400.0, 65800.0, 70700.0, 65400.0, 70500.0, 71100.0, 66400.0, 66800.0, 71500.0, 70100.0, 71100.0, 71500.0, 67300.0, 71600.0, 71100.0, 69700.0, 63200.0, 69500.0, 65000.0, 70000.0, 72400.0, 70800.0, 72100.0, 68300.0, 60700.0, 72600.0]"
383,50,swap_mutation,group_preserving_order_crossover,rank,1.0,True,100,0.7,0.7,73376.67,1776.64,90.0,0.79,"[74000.0, 76900.0, 75500.0, 70200.0, 68300.0, 72600.0, 73400.0, 73400.0, 74700.0, 77000.0, 74000.0, 70100.0, 72400.0, 72900.0, 73700.0, 74500.0, 74100.0, 75000.0, 75200.0, 73300.0, 72700.0, 72900.0, 72400.0, 71600.0, 73800.0, 73200.0, 72800.0, 73300.0, 73300.0, 74100.0]"
384,50,swap_mutation,group_preserving_order_crossover,rank,0.1,True,100,0.6,0.2,68106.67,2966.81,92.77,0.75,"[72300.0, 69000.0, 67300.0, 60000.0, 62700.0, 69300.0, 69100.0, 70100.0, 71300.0, 65300.0, 69800.0, 65000.0, 67600.0, 62500.0, 66600.0, 73000.0, 68100.0, 67200.0, 72200.0, 67300.0, 67400.0, 68100.0, 66400.0, 69700.0, 71600.0, 72000.0, 69400.0, 68100.0, 68100.0, 66700.0]"
385,50,swap_mutation,group_preserving_order_crossover,rank,1.0,True,100,0.6,0.2,67773.33,3062.56,90.63,0.73,"[72400.0, 67800.0, 61500.0, 65700.0, 72000.0, 66200.0, 69100.0, 68800.0, 67700.0, 71100.0, 67800.0, 65800.0, 62200.0, 68900.0, 64600.0, 64300.0, 66000.0, 69500.0, 64100.0, 65600.0, 70800.0, 72300.0, 66000.0, 69600.0, 73000.0, 66300.0, 71400.0, 69000.0, 63900.0, 69800.0]"
386,50,swap_mutation,group_preserving_order_crossover,rank,0.1,True,100,0.6,0.3,67706.67,2627.92,96.43,0.81,"[65100.0, 67200.0, 64300.0, 68100.0, 69300.0, 71300.0, 67700.0, 71700.0, 67800.0, 65500.0, 66400.0, 59300.0, 68100.0, 69100.0, 64900.0, 69900.0, 64900.0, 70800.0, 70900.0, 66400.0, 68300.0, 72200.0, 65300.0, 67400.0, 69500.0, 68000.0, 67700.0, 67800.0, 66500.0, 69800.0]"
387,50,swap_mutation,group_preserving_order_crossover,rank,1.0,True,100,0.6,0.3,69916.67,2423.23,91.03,0.74,"[70700.0, 67300.0, 70900.0, 73600.0, 69700.0, 69300.0, 69000.0, 63800.0, 71300.0, 72000.0, 68700.0, 69100.0, 68400.0, 69700.0, 70000.0, 74600.0, 63400.0, 70100.0, 70000.0, 74100.0, 71100.0, 70000.0, 66900.0, 69700.0, 71800.0, 68500.0, 71500.0, 71900.0, 70000.0, 70400.0]"
388,50,swap_mutation,group_preserving_order_crossover,rank,0.1,True,100,0.6,0.4,70140.0,2885.55,96.27,0.81,"[71900.0, 63900.0, 68500.0, 70400.0, 69800.0, 71100.0, 71700.0, 70800.0, 73800.0, 71500.0, 69400.0, 69700.0, 69600.0, 65500.0, 69300.0, 68400.0, 72400.0, 69400.0, 71900.0, 62100.0, 69100.0, 70900.0, 71900.0, 72100.0, 75000.0, 74400.0, 73100.0, 67200.0, 66700.0, 72700.0]"
389,50,swap_mutation,group_preserving_order_crossover,rank,1.0,True,100,0.6,0.4,70976.67,3199.13,91.2,0.78,"[74100.0, 73500.0, 76100.0, 71900.0, 76900.0, 70800.0, 66600.0, 72600.0, 71600.0, 75000.0, 70000.0, 73600.0, 71800.0, 68400.0, 69300.0, 71800.0, 71500.0, 71500.0, 69400.0, 69300.0, 76100.0, 68300.0, 69500.0, 69500.0, 62400.0, 65300.0, 71400.0, 74100.0, 68700.0, 68300.0]"
390,50,swap_mutation,group_preserving_order_crossover,rank,0.1,True,100,0.6,0.5,70836.67,2689.3,96.43,0.82,"[74900.0, 70200.0, 67800.0, 67200.0, 70100.0, 69100.0, 71000.0, 69500.0, 74400.0, 65500.0, 72900.0, 74000.0, 71900.0, 68600.0, 71900.0, 71900.0, 71900.0, 69400.0, 69500.0, 69600.0, 74500.0, 74500.0, 67000.0, 74000.0, 71700.0, 72700.0, 65900.0, 73300.0, 72800.0, 67400.0]"
391,50,swap_mutation,group_preserving_order_crossover,rank,1.0,True,100,0.6,0.5,72736.67,2379.56,92.77,0.79,"[72200.0, 74400.0, 72200.0, 74400.0, 75700.0, 74300.0, 76300.0, 75100.0, 74000.0, 69500.0, 71500.0, 72900.0, 73800.0, 69000.0, 67300.0, 74700.0, 74000.0, 72900.0, 71700.0, 67200.0, 71300.0, 75900.0, 75200.0, 71600.0, 71500.0, 74300.0, 69000.0, 73600.0, 73200.0, 73400.0]"
392,50,swap_mutation,group_preserving_order_crossover,rank,0.1,True,100,0.6,0.6,69766.67,3397.58,95.07,0.82,"[73800.0, 67300.0, 70600.0, 65100.0, 67800.0, 64100.0, 67300.0, 69200.0, 73000.0, 72300.0, 67300.0, 73100.0, 62700.0, 69300.0, 75800.0, 73400.0, 75600.0, 69700.0, 70000.0, 69800.0, 67500.0, 72300.0, 73000.0, 68800.0, 65300.0, 68600.0, 74600.0, 71600.0, 68700.0, 65400.0]"
393,50,swap_mutation,group_preserving_order_crossover,rank,1.0,True,100,0.6,0.6,72340.0,2983.35,92.0,0.79,"[71900.0, 72200.0, 73800.0, 71300.0, 74800.0, 70800.0, 75800.0, 71100.0, 66600.0, 73800.0, 69500.0, 71100.0, 78500.0, 70000.0, 72000.0, 76600.0, 72500.0, 69700.0, 76400.0, 74000.0, 78400.0, 73500.0, 71900.0, 72500.0, 71700.0, 71900.0, 66500.0, 71900.0, 73100.0, 66400.0]"
394,50,swap_mutation,group_preserving_order_crossover,rank,0.1,True,100,0.6,0.7,68916.67,2709.01,96.0,0.83,"[67900.0, 69400.0, 66200.0, 70700.0, 66100.0, 69700.0, 72300.0, 73600.0, 67100.0, 64200.0, 63800.0, 72500.0, 68300.0, 70900.0, 69200.0, 70600.0, 68500.0, 70200.0, 65500.0, 70700.0, 64300.0, 68800.0, 65400.0, 68500.0, 67800.0, 69700.0, 74200.0, 71700.0, 71400.0, 68300.0]"
395,50,swap_mutation,group_preserving_order_crossover,rank,1.0,True,100,0.6,0.7,73380.0,2850.43,87.93,0.77,"[74400.0, 73000.0, 73100.0, 68600.0, 74900.0, 74600.0, 75200.0, 73000.0, 75100.0, 65800.0, 70400.0, 74100.0, 70400.0, 80200.0, 75400.0, 75600.0, 75100.0, 74600.0, 77300.0, 76500.0, 72100.0, 75200.0, 74800.0, 70500.0, 73900.0, 74200.0, 69400.0, 72100.0, 69700.0, 72200.0]"
396,50,swap_mutation,group_preserving_order_crossover,rank,0.1,False,100,0.8,0.5,69473.33,2217.35,94.57,0.83,"[68600.0, 69900.0, 70900.0, 69700.0, 69200.0, 66600.0, 69300.0, 70300.0, 72200.0, 72000.0, 67000.0, 71500.0, 68600.0, 65300.0, 71500.0, 65600.0, 66000.0, 67800.0, 71500.0, 67800.0, 71600.0, 69000.0, 70500.0, 71600.0, 73100.0, 67100.0, 68900.0, 70300.0, 73600.0, 67200.0]"
397,50,swap_mutation,group_preserving_order_crossover,rank,1.0,False,100,0.8,0.5,72826.67,1916.41,92.83,0.81,"[73900.0, 73000.0, 73100.0, 76000.0, 73000.0, 77800.0, 70200.0, 70900.0, 72900.0, 71000.0, 71600.0, 70900.0, 70400.0, 73600.0, 74600.0, 75200.0, 76500.0, 71800.0, 69500.0, 72100.0, 72200.0, 72700.0, 72800.0, 71500.0, 73300.0, 74600.0, 70800.0, 74000.0, 71400.0, 73500.0]"
398,50,swap_mutation,group_preserving_order_crossover,rank,0.1,False,100,0.8,0.6,67866.67,2528.68,96.03,0.85,"[65600.0, 68800.0, 70200.0, 66000.0, 70800.0, 72400.0, 65800.0, 67600.0, 65300.0, 70900.0, 63100.0, 68400.0, 66400.0, 70200.0, 63900.0, 66500.0, 68100.0, 69700.0, 69700.0, 67700.0, 65500.0, 63900.0, 70500.0, 69400.0, 73100.0, 68700.0, 68400.0, 65700.0, 65000.0, 68700.0]"
399,50,swap_mutation,group_preserving_order_crossover,rank,1.0,False,100,0.8,0.6,73340.0,2314.53,90.73,0.81,"[70900.0, 71300.0, 74100.0, 72800.0, 74100.0, 73100.0, 74900.0, 71500.0, 70700.0, 73000.0, 78100.0, 78600.0, 72300.0, 72900.0, 72200.0, 72700.0, 70600.0, 72100.0, 74400.0, 69600.0, 75300.0, 76500.0, 74400.0, 74800.0, 68300.0, 72400.0, 73900.0, 73100.0, 77000.0, 74600.0]"
400,50,swap_mutation,group_preserving_order_crossover,rank,0.1,False,100,0.8,0.7,64696.67,3864.75,90.37,0.82,"[59400.0, 57800.0, 66300.0, 63100.0, 65400.0, 66300.0, 62900.0, 62300.0, 60100.0, 65600.0, 70400.0, 60900.0, 74800.0, 64800.0, 61000.0, 68500.0, 67600.0, 68300.0, 63300.0, 65800.0, 68800.0, 66600.0, 69700.0, 65600.0, 61600.0, 58100.0, 68600.0, 63000.0, 62900.0, 61400.0]"
401,50,swap_mutation,group_preserving_order_crossover,rank,1.0,False,100,0.8,0.7,73680.0,2458.37,88.57,0.78,"[76800.0, 72000.0, 76600.0, 75900.0, 76400.0, 71200.0, 75900.0, 70600.0, 71400.0, 74600.0, 74000.0, 69100.0, 75400.0, 73300.0, 73900.0, 77200.0, 68300.0, 75900.0, 75500.0, 73700.0, 72900.0, 67600.0, 75600.0, 71900.0, 74100.0, 73200.0, 74300.0, 75000.0, 73700.0, 74400.0]"
402,50,swap_mutation,group_preserving_order_crossover,rank,0.1,False,100,0.9,0.5,69363.33,3184.18,95.53,0.82,"[66600.0, 65100.0, 65600.0, 68100.0, 71400.0, 67000.0, 71100.0, 69000.0, 71900.0, 72100.0, 67100.0, 64000.0, 72500.0, 70300.0, 70600.0, 70200.0, 65500.0, 67100.0, 75000.0, 72900.0, 68900.0, 69500.0, 71700.0, 64300.0, 71800.0, 67200.0, 73900.0, 74500.0, 64000.0, 72000.0]"
